date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-03-01 23:59:59.999000+00:00,84349.95,86558.0,83824.78,86064.53,25785.05464,2025-03-01 00:00:00+00:00,2194003507.852643,3700728,11748.10769,1000093822.5383525
2025-03-02 23:59:59.999000+00:00,86064.54,95000.0,85050.6,94270.0,54889.09045,2025-03-02 00:00:00+00:00,4972549515.788669,7403218,29273.81031,2652973441.154539
2025-03-03 23:59:59.999000+00:00,94269.99,94416.46,85117.11,86220.61,59171.10218,2025-03-03 00:00:00+00:00,5321123743.471923,9797860,27915.4365,2513464571.356911
2025-03-04 23:59:59.999000+00:00,86221.16,88967.52,81500.0,87281.98,55609.10706,2025-03-04 00:00:00+00:00,4704901219.590436,10326631,27584.7159,2335087296.239287
2025-03-05 23:59:59.999000+00:00,87281.98,91000.0,86334.53,90606.01,38264.01163,2025-03-05 00:00:00+00:00,3400243670.3049755,8070266,19230.28436,1709708737.4698935
2025-03-06 23:59:59.999000+00:00,90606.0,92810.64,87836.0,89931.89,34342.44902,2025-03-06 00:00:00+00:00,3105145628.3993993,7643526,17283.99411,1563426526.4289935
2025-03-07 23:59:59.999000+00:00,89931.88,91283.02,84667.03,86801.75,57980.35713,2025-03-07 00:00:00+00:00,5097554826.613157,9510442,28394.41537,2497922400.4504447
2025-03-08 23:59:59.999000+00:00,86801.74,86897.25,85218.47,86222.45,12989.23054,2025-03-08 00:00:00+00:00,1119358968.6520054,2553974,6491.56581,559581591.3470742
2025-03-09 23:59:59.999000+00:00,86222.46,86500.0,80000.0,80734.37,26115.39345,2025-03-09 00:00:00+00:00,2173552660.454479,5189138,12093.87232,1006299692.7104127
2025-03-10 23:59:59.999000+00:00,80734.48,84123.46,77459.91,78595.86,47633.38405,2025-03-10 00:00:00+00:00,3834924947.758186,8701538,22898.57072,1846606255.3521485
2025-03-11 23:59:59.999000+00:00,78595.86,83617.4,76606.0,82932.99,48770.06853,2025-03-11 00:00:00+00:00,3927000827.1107917,6983310,24029.1677,1935950413.2018194
2025-03-12 23:59:59.999000+00:00,82932.99,84539.85,80607.65,83680.12,31933.986,2025-03-12 00:00:00+00:00,2638600996.825396,5253577,15749.41702,1301890518.499408
2025-03-13 23:59:59.999000+00:00,83680.12,84336.33,79939.9,81115.78,27546.27412,2025-03-13 00:00:00+00:00,2260870111.2393894,4367093,13013.18135,1067945431.1219469
2025-03-14 23:59:59.999000+00:00,81115.78,85309.71,80818.84,83983.2,26858.52755,2025-03-14 00:00:00+00:00,2244729595.5411716,3290987,14082.88688,1177807467.01818
2025-03-15 23:59:59.999000+00:00,83983.19,84676.28,83618.0,84338.44,11324.7332,2025-03-15 00:00:00+00:00,953445671.8337505,1329670,5195.29128,437551330.253166
2025-03-16 23:59:59.999000+00:00,84338.44,85117.04,81981.12,82574.53,17596.12531,2025-03-16 00:00:00+00:00,1468056556.2967227,2767947,8505.95317,710037465.075748
2025-03-17 23:59:59.999000+00:00,82574.52,84756.83,82456.0,84010.03,17214.74358,2025-03-17 00:00:00+00:00,1437716814.0468738,3014756,8387.89111,700505421.7877294
2025-03-18 23:59:59.999000+00:00,84010.02,84021.74,81134.66,82715.03,17610.89883,2025-03-18 00:00:00+00:00,1450813055.479726,3126371,8047.23418,662808749.3427887
2025-03-19 23:59:59.999000+00:00,82715.03,87000.0,82547.16,86845.94,28151.05374,2025-03-19 00:00:00+00:00,2375813941.9437623,3774761,13804.24847,1166238970.2811465
2025-03-20 23:59:59.999000+00:00,86845.93,87453.67,83655.23,84223.39,22090.30463,2025-03-20 00:00:00+00:00,1885241921.1556518,3252595,10163.59262,867440339.2962607
2025-03-21 23:59:59.999000+00:00,84223.38,84850.33,83175.25,84088.79,11956.97443,2025-03-21 00:00:00+00:00,1005135519.2560017,2360005,5466.41961,459501348.0817583
2025-03-22 23:59:59.999000+00:00,84088.79,84539.17,83625.1,83840.59,5420.22114,2025-03-22 00:00:00+00:00,456235443.8016522,864481,2284.19178,192291026.7874248
2025-03-23 23:59:59.999000+00:00,83840.59,86129.64,83809.75,86082.5,8461.97813,2025-03-23 00:00:00+00:00,718692319.1499038,1206533,4424.81013,376007261.5213597
2025-03-24 23:59:59.999000+00:00,86082.5,88765.43,85519.09,87498.16,30115.62111,2025-03-24 00:00:00+00:00,2636765917.9518433,2916713,14379.95578,1258638667.112904
2025-03-25 23:59:59.999000+00:00,87498.16,88539.63,86310.0,87392.87,22643.25248,2025-03-25 00:00:00+00:00,1979571590.8982937,2802815,9440.56294,825308072.6337814
2025-03-26 23:59:59.999000+00:00,87392.88,88275.0,85860.0,86909.17,18408.78485,2025-03-26 00:00:00+00:00,1606406955.5864632,2380154,8590.97753,749604853.2968135
2025-03-27 23:59:59.999000+00:00,86909.17,87756.39,85800.0,87232.01,17098.03897,2025-03-27 00:00:00+00:00,1487968807.7079022,2376381,8185.05517,712324893.2889168
2025-03-28 23:59:59.999000+00:00,87232.01,87515.67,83585.0,84424.38,27182.73169,2025-03-28 00:00:00+00:00,2309946560.664114,3236085,11274.83736,958523321.8112731
2025-03-29 23:59:59.999000+00:00,84424.38,84624.73,81644.81,82648.54,11696.39864,2025-03-29 00:00:00+00:00,970199917.9868716,2172387,5621.60485,466215575.4849069
2025-03-30 23:59:59.999000+00:00,82648.53,83534.64,81565.0,82389.99,9864.49508,2025-03-30 00:00:00+00:00,816584795.5288126,1907663,4725.07105,391214080.1101161
2025-03-31 23:59:59.999000+00:00,82390.0,83943.08,81278.52,82550.01,20569.13885,2025-03-31 00:00:00+00:00,1696009191.0809648,3964358,9912.88184,817875871.1107413
